organism_name	infraspecific_name	lineage	representative_genome_org	representative_genome_acc	representative_genome_uniprot_acc	genome_assembly_id	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	strain	bioproject	biosample	sra_run_id	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	avg_phred_score	min_read_length	num_reads	num_reads_unique	avg_read_length	max_read_length	max_duplicate_read	strategy	instrument	id_method	coding_system	percent_coding	percent_not_coding	complexity_percent	non_complex_percent	stdev_quality	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_c	count_g	count_t	count_n	percent_a	percent_c	percent_g	percent_t	count_all_wn	count_all		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510755.1	11320		v1.6	HIVE	135445		PRJNA1102327	SAMN45953472	SRR31820812	SRR31820812_2.fastq	SRA	52.54%	33.003544	35	371411	127062	146.009666	151	708	WGS	NextSeq 2000		Standard	93.48%	6.52%	99.55%	0.45%	17.427972	32.324931	33.140952	33.364207	33.135735	2	12951260	14199278	14294088	12783379	1591	23.882273	26.183632	26.358463	23.572698	0.002934	54229596	54228005
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510755.1	11320		v1.6	HIVE	135443		PRJNA1102327	SAMN45953472	SRR31820812	SRR31820812_1.fastq	SRA	52.54%	33.25846	35	371411	117395	146.00147	151	734	WGS	NextSeq 2000		Standard	93.58%	6.42%	99.64%	0.36%	14.405864	32.822904	33.386038	33.47423	33.324342	2	12964394	14199040	14287592	12764059	11467	23.907834	26.184663	26.347963	23.538393	0.021146	54226552	54215085
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510765.1	11320		v1.6	HIVE	135457		PRJNA1102327	SAMN44611605	SRR31254361	SRR31254361_2.fastq	SRA	46.13%	33.198472	35	294099	96465	146.774807	151	1957	WGS	NextSeq 2000		Standard	84.03%	15.97%	99.24%	0.76%	19.301212	33.07045	33.46545	33.137393	33.102127	2	11745444	9970282	9943483	11505158	1957	27.209739	23.097362	23.035279	26.653087	0.004534	43166324	43164367
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510765.1	11320		v1.6	HIVE	135455		PRJNA1102327	SAMN44611605	SRR31254361	SRR31254361_1.fastq	SRA	46.09%	33.283905	35	294099	100751	146.78087	151	1967	WGS	NextSeq 2000		Standard	83.78%	16.22%	99.34%	0.66%	15.618988	33.222578	33.506227	33.213282	33.170025	2	11757518	9956283	9928593	11497201	28512	27.236585	23.063979	22.999834	26.633554	0.066049	43168107	43139595
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510775.1	11320		v1.6	HIVE	135464		PRJNA1102327	SAMN44611614	SRR31254351	SRR31254351_2.fastq	SRA	48.68%	32.391105	35	589691	257135	148.087827	151	2843	WGS	NextSeq 2000		Standard	85.02%	14.98%	99.40%	0.60%	27.404846	31.402159	32.692664	32.973752	32.532038	2	22426690	21126140	21371802	22381104	20323	25.681555	24.192252	24.473568	25.629353	0.023273	87326059	87305736
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510775.1	11320		v1.6	HIVE	135462		PRJNA1102327	SAMN44611614	SRR31254351	SRR31254351_1.fastq	SRA	48.61%	33.064303	35	589691	188097	148.078199	151	3503	WGS	NextSeq 2000		Standard	85.41%	14.59%	99.50%	0.50%	27.002843	32.413119	33.288408	33.427369	33.154085	2	22499112	21125830	21318726	22374444	2269	25.766163	24.19347	24.414376	25.623393	0.002598	87320381	87318112
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510785.1	11320		v1.6	HIVE	135473		PRJNA1102327	SAMN45953387	SRR31821065	SRR31821065_2.fastq	SRA	45.89%	32.719077	35	480985	188127	148.104521	151	1730	WGS	NextSeq 2000		Standard	79.68%	20.32%	99.02%	0.98%	23.030808	31.940875	32.973888	33.18552	32.876347	2	19384848	16246920	16412562	19130659	61064	27.212131	22.807159	23.039685	26.855305	0.085721	71236053	71174989
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510785.1	11320		v1.6	HIVE	135471		PRJNA1102327	SAMN45953387	SRR31821065	SRR31821065_1.fastq	SRA	45.83%	33.205938	35	480985	145870	148.099392	151	2161	WGS	NextSeq 2000		Standard	80.03%	19.97%	99.19%	0.81%	21.66116	32.681397	33.385269	33.512837	33.312836	2	19449135	16245917	16401715	19135482	1337	27.303321	22.806541	23.025255	26.863005	0.001877	71233586	71232249
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510795.1	11320		v1.6	HIVE	135518		PRJNA1102327	SAMN44611630	SRR31254302	SRR31254302_2.fastq	SRA	46.92%	32.432613	35	620381	221315	147.7056	151	4379	WGS	NextSeq 2000		Standard	88.52%	11.48%	99.53%	0.47%	40.09508	31.518311	32.731535	32.975622	32.589082	2	24385211	21455129	21532836	24239829	20743	26.611605	23.414004	23.498805	26.452949	0.022637	91633748	91613005
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510795.1	11320		v1.6	HIVE	135514		PRJNA1102327	SAMN44611630	SRR31254302	SRR31254302_1.fastq	SRA	46.87%	33.05985	35	620381	157282	147.690746	151	5421	WGS	NextSeq 2000		Standard	88.92%	11.08%	99.63%	0.37%	39.888136	32.407028	33.303817	33.43068	33.15685	2	24450945	21447682	21492152	24231918	1836	26.686024	23.408231	23.456766	26.446976	0.002004	91624533	91622697
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510805.1	11320		v1.6	HIVE	135543		PRJNA1102327	SAMN45953389	SRR31821191	SRR31821191_2.fastq	SRA	49.61%	32.819633	35	491409	177352	147.892523	151	1489	WGS	NextSeq 2000		Standard	88.20%	11.80%	99.57%	0.43%	19.176025	32.050667	33.023245	33.24437	32.97468	2	18426291	17910932	18115146	18161768	61580	25.354123	24.645002	24.925996	24.990146	0.084733	72675717	72614137
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510805.1	11320		v1.6	HIVE	135541		PRJNA1102327	SAMN45953389	SRR31821191	SRR31821191_1.fastq	SRA	49.60%	33.164642	35	491409	140430	147.891237	151	1709	WGS	NextSeq 2000		Standard	88.53%	11.47%	99.70%	0.30%	18.427095	32.605946	33.31925	33.482235	33.26404	2	18504561	17923734	18119040	18125767	1983	25.462042	24.662832	24.93157	24.940827	0.002729	72675085	72673102
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510815.1	11320		v1.6	HIVE	135551		PRJNA1102327	SAMN44728160	SRR31347669	SRR31347669_2.fastq	SRA	47.88%	32.39513	35	439614	149322	147.936779	151	2957	WGS	NextSeq 2000		Standard	93.66%	6.34%	99.84%	0.16%	35.238686	31.454778	32.711617	32.931388	32.539396	2	16944145	15605565	15517205	16938677	29487	26.053855	23.995612	23.859747	26.045447	0.04534	65035079	65005592
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510815.1	11320		v1.6	HIVE	135545		PRJNA1102327	SAMN44728160	SRR31347669	SRR31347669_1.fastq	SRA	47.84%	33.045007	35	439614	100389	147.927002	151	4183	WGS	NextSeq 2000		Standard	94.28%	5.72%	99.94%	0.06%	35.745731	32.417397	33.267822	33.386128	33.147715	2	16991991	15601882	15508744	16926816	1348	26.129151	23.991534	23.848313	26.028929	0.002073	65030781	65029433
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510825.1	11320		v1.6	HIVE	135564		PRJNA1102327	SAMN45953426	SRR31820958	SRR31820958_2.fastq	SRA	48.88%	32.931208	35	405863	108146	145.283739	151	2726	WGS	NextSeq 2000		Standard	95.57%	4.43%	99.64%	0.36%	35.255215	32.203742	33.107566	33.335536	33.105013	2	15096341	14422585	14399067	15045587	1714	25.602079	24.459447	24.419563	25.516004	0.002907	58965294	58963580
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510825.1	11320		v1.6	HIVE	135560		PRJNA1102327	SAMN45953426	SRR31820958	SRR31820958_1.fastq	SRA	48.85%	33.165747	35	405863	97712	145.264676	151	3267	WGS	NextSeq 2000		Standard	95.52%	4.48%	99.70%	0.30%	30.182494	32.673859	33.322279	33.424787	33.259779	2	15111876	14421325	14373392	15038561	12403	25.631788	24.46052	24.379219	25.507436	0.021037	58957557	58945154
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510835.1	11320		v1.6	HIVE	135607		PRJNA1102327	SAMN44728162	SRR31347666	SRR31347666_2.fastq	SRA	47.05%	32.308482	35	385632	134304	148.017475	151	2288	WGS	NextSeq 2000		Standard	89.72%	10.28%	99.81%	0.19%	30.323157	31.412853	32.620652	32.846418	32.429306	2	15112822	13469255	13376475	15095506	26217	26.476435	23.597039	23.434496	26.446099	0.04593	57080275	57054058
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510835.1	11320		v1.6	HIVE	135603		PRJNA1102327	SAMN44728162	SRR31347666	SRR31347666_1.fastq	SRA	47.01%	32.99944	35	385632	86862	148.000532	151	3196	WGS	NextSeq 2000		Standard	90.44%	9.56%	99.91%	0.09%	31.694771	32.364741	33.229305	33.366975	33.090948	2	15146857	13465661	13362221	15097442	1560	26.5391	23.593444	23.412205	26.452519	0.002733	57073741	57072181
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510845.1	11320		v1.6	HIVE	135621		PRJNA1102327	SAMN45953495	SRR31821041	SRR31821041_2.fastq	SRA	47.31%	32.913206	35	329291	87536	146.950333	151	2435	WGS	NextSeq 2000		Standard	94.84%	5.16%	99.81%	0.19%	31.57893	32.174029	33.114108	33.333939	33.09511	2	12778671	11476636	11416835	12715829	1451	26.407984	23.717241	23.593659	26.278117	0.002999	48389422	48387971
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510845.1	11320		v1.6	HIVE	135619		PRJNA1102327	SAMN45953495	SRR31821041	SRR31821041_1.fastq	SRA	47.28%	33.226017	35	329291	75870	146.940694	151	2865	WGS	NextSeq 2000		Standard	94.82%	5.18%	99.88%	0.12%	27.357519	32.752994	33.391086	33.482606	33.31612	2	12801712	11471147	11398908	12704203	10278	26.457336	23.707453	23.558156	26.255813	0.021242	48386248	48375970
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510855.1	11320		v1.6	HIVE	135624		PRJNA1102327	SAMN44728182	SRR31347732	SRR31347732_2.fastq	SRA	46.45%	32.458392	35	156045	61909	147.419706	151	700	WGS	NextSeq 2000		Standard	94.86%	5.14%	99.72%	0.28%	16.996646	31.548796	32.78916	32.990603	32.599651	2	6179053	5353765	5327852	6133136	10302	26.86065	23.273082	23.160437	26.661047	0.044783	23004108	22993806
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510855.1	11320		v1.6	HIVE	135622		PRJNA1102327	SAMN44728182	SRR31347732	SRR31347732_1.fastq	SRA	46.41%	33.042881	35	156045	44151	147.406357	151	939	WGS	NextSeq 2000		Standard	95.48%	4.52%	99.80%	0.20%	16.749508	32.440176	33.27706	33.382625	33.135076	2	6201385	5346685	5328352	6125165	438	26.96017	23.24441	23.164708	26.628808	0.001904	23002025	23001587
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510865.1	11320		v1.6	HIVE	135634		PRJNA1102327	SAMN45128687	SRR31597132	SRR31597132_2.fastq	SRA	48.18%	32.343777	35	376464	119842	147.919751	151	3017	WGS	NextSeq 2000		Standard	95.12%	4.88%	99.81%	0.19%	38.501324	31.362148	32.675351	32.902747	32.488806	2	14453833	13489078	13339944	14402145	1461	25.95574	24.223263	23.955453	25.86292	0.002624	55686461	55685000
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510865.1	11320		v1.6	HIVE	135632		PRJNA1102327	SAMN45128687	SRR31597132	SRR31597132_1.fastq	SRA	48.14%	33.15924	35	376464	71927	147.903661	151	3868	WGS	NextSeq 2000		Standard	95.76%	4.24%	99.94%	0.06%	37.448863	32.527958	33.38228	33.493145	33.267918	2	14462990	13471090	13331240	14413831	1253	25.975009	24.193592	23.942427	25.886721	0.00225	55680404	55679151
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510875.1	11320		v1.6	HIVE	135669		PRJNA1102327	SAMN45953411	SRR31821167	SRR31821167_2.fastq	SRA	47.89%	32.937698	35	248325	57427	147.619825	151	2414	WGS	NextSeq 2000		Standard	95.35%	4.65%	99.76%	0.24%	35.94803	32.228803	33.123901	33.320429	33.124533	2	9547658	8828864	8726026	9554115	1030	26.045442	24.084614	23.804078	26.063056	0.00281	36657693	36656663
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510875.1	11320		v1.6	HIVE	135665		PRJNA1102327	SAMN45953411	SRR31821167	SRR31821167_1.fastq	SRA	47.86%	33.226361	35	248325	49459	147.610688	151	2815	WGS	NextSeq 2000		Standard	95.28%	4.72%	99.87%	0.13%	31.254297	32.731289	33.393806	33.493168	33.318307	2	9563708	8824338	8714690	9544800	7888	26.09084	24.073758	23.774626	26.039257	0.021519	36655424	36647536
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510885.1	11320		v1.6	HIVE	135697		PRJNA1102327	SAMN45164087	SRR31605382	SRR31605382_2.fastq	SRA	46.02%	32.578543	35	305884	106486	146.82818	151	1600	WGS	NextSeq 2000		Standard	91.42%	8.58%	99.54%	0.46%	24.215433	31.62701	32.937009	33.146395	32.712122	2	12163717	10345532	10324562	12077598	982	27.08321	23.034917	22.988226	26.891461	0.002186	44912391	44911409
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510885.1	11320		v1.6	HIVE	135695		PRJNA1102327	SAMN45164087	SRR31605382	SRR31605382_1.fastq	SRA	45.98%	33.054345	35	305884	84076	146.816816	151	2015	WGS	NextSeq 2000		Standard	91.64%	8.36%	99.64%	0.36%	23.047387	32.448697	33.310501	33.40385	33.12213	2	12205390	10338021	10312325	12052107	1072	27.1781	23.019975	22.962757	26.836781	0.002387	44908915	44907843
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510895.1	11320		v1.6	HIVE	135704		PRJNA1102327	SAMN45953418	SRR31820967	SRR31820967_2.fastq	SRA	48.90%	32.899379	35	292845	81299	147.684895	151	2158	WGS	NextSeq 2000		Standard	91.53%	8.47%	99.42%	0.58%	29.34827	32.166121	33.084178	33.307208	33.067645	2	11088173	10556513	10590278	11012754	1065	25.638116	24.408809	24.486881	25.463732	0.002462	43248783	43247718
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510895.1	11320		v1.6	HIVE	135702		PRJNA1102327	SAMN45953418	SRR31820967	SRR31820967_1.fastq	SRA	48.85%	33.217772	35	292845	71204	147.671297	151	2385	WGS	NextSeq 2000		Standard	91.62%	8.38%	99.54%	0.46%	24.726553	32.743424	33.374323	33.467976	33.302891	2	11100523	10559287	10560044	11015885	9062	25.669035	24.417472	24.419222	25.473316	0.020955	43244801	43235739
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510905.1	11320		v1.6	HIVE	135725		PRJNA1102327	SAMN45128676	SRR31597298	SRR31597298_2.fastq	SRA	51.05%	32.452024	35	374530	124391	148.37311	151	1899	WGS	NextSeq 2000		Standard	94.71%	5.29%	99.70%	0.30%	28.243974	31.40579	32.749953	33.027749	32.592457	2	13589999	14172134	14196054	13610919	1075	24.45556	25.503127	25.546172	24.493206	0.001934	55570181	55569106
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510905.1	11320		v1.6	HIVE	135723		PRJNA1102327	SAMN45128676	SRR31597298	SRR31597298_1.fastq	SRA	50.99%	33.160632	35	374530	80340	148.36262	151	2511	WGS	NextSeq 2000		Standard	95.08%	4.92%	99.84%	0.16%	26.008307	32.534885	33.356432	33.487444	33.246474	2	13607958	14160755	14174341	13622211	987	24.489609	25.484452	25.508902	24.51526	0.001776	55566252	55565265
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510915.1	11320		v1.6	HIVE	135752		PRJNA1102327	SAMN45953420	SRR31820965	SRR31820965_2.fastq	SRA	48.01%	32.874082	35	246935	64909	147.117075	151	2057	WGS	NextSeq 2000		Standard	93.70%	6.30%	99.59%	0.41%	31.929355	32.171055	33.059899	33.269679	33.041211	2	9463122	8744525	8696625	9423237	846	26.048859	24.070798	23.938945	25.939069	0.002329	36328355	36327509
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510915.1	11320		v1.6	HIVE	135749		PRJNA1102327	SAMN45953420	SRR31820965	SRR31820965_1.fastq	SRA	47.96%	33.222842	35	246935	54991	147.103703	151	2428	WGS	NextSeq 2000		Standard	93.74%	6.26%	99.69%	0.31%	27.09569	32.755084	33.379066	33.474728	33.312111	2	9485483	8738027	8678369	9415519	7655	26.112785	24.055098	23.890864	25.92018	0.021074	36325053	36317398
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510925.1	11320		v1.6	HIVE	135765		PRJNA1102327	SAMN45164088	SRR31605381	SRR31605381_2.fastq	SRA	45.50%	32.58508	35	276406	106030	147.269039	151	984	WGS	NextSeq 2000		Standard	90.96%	9.04%	99.55%	0.45%	18.462389	31.659708	32.937456	33.139827	32.724024	2	11142864	9267661	9251548	11043156	817	27.373978	22.767284	22.7277	27.129031	0.002007	40706046	40705229
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510925.1	11320		v1.6	HIVE	135761		PRJNA1102327	SAMN45164088	SRR31605381	SRR31605381_1.fastq	SRA	45.46%	33.028054	35	276406	86462	147.270233	151	1132	WGS	NextSeq 2000		Standard	91.40%	8.60%	99.66%	0.34%	17.017843	32.42456	33.290956	33.379647	33.093189	2	11185983	9255830	9250673	11013025	865	27.479683	22.738035	22.725366	27.054791	0.002125	40706376	40705511
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510935.1	11320		v1.6	HIVE	135778		PRJNA1102327	SAMN45953400	SRR31821179	SRR31821179_2.fastq	SRA	48.44%	32.786419	35	259100	84715	148.124381	151	1886	WGS	NextSeq 2000		Standard	87.85%	12.15%	98.71%	1.29%	26.545413	32.049675	33.00411	33.20103	32.927092	2	9929430	9265694	9323904	9859032	967	25.872021	24.142597	24.294269	25.688593	0.00252	38379027	38378060
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510935.1	11320		v1.6	HIVE	135776		PRJNA1102327	SAMN45953400	SRR31821179	SRR31821179_1.fastq	SRA	48.34%	33.144732	35	259100	73964	148.12276	151	2068	WGS	NextSeq 2000		Standard	87.77%	12.23%	98.96%	1.04%	22.957086	32.6735	33.308881	33.41685	33.204457	2	9969625	9258289	9288314	9854050	8329	25.977037	24.123567	24.201801	25.675893	0.021702	38378607	38370278
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510945.1	11320		v1.6	HIVE	135806		PRJNA1102327	SAMN45164090	SRR31605379	SRR31605379_2.fastq	SRA	46.66%	32.54225	35	260775	88373	146.658387	151	1438	WGS	NextSeq 2000		Standard	95.82%	4.18%	99.69%	0.31%	23.49903	31.621653	32.882507	33.087945	32.666028	2	10234707	8945230	8898899	10165081	924	26.761013	23.389377	23.268234	26.57896	0.002416	38244841	38243917
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510945.1	11320		v1.6	HIVE	135804		PRJNA1102327	SAMN45164090	SRR31605379	SRR31605379_1.fastq	SRA	46.64%	33.051249	35	260775	67370	146.644126	151	1689	WGS	NextSeq 2000		Standard	96.26%	3.74%	99.80%	0.20%	22.051203	32.455538	33.297795	33.393378	33.112734	2	10237378	8944167	8890334	10168266	977	26.770601	23.388872	23.248099	26.589874	0.002555	38241122	38240145
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510955.1	11320		v1.6	HIVE	135831		PRJNA1102327	SAMN45953414	SRR31821164	SRR31821164_2.fastq	SRA	46.91%	32.897689	35	305102	84974	147.466205	151	1684	WGS	NextSeq 2000		Standard	95.10%	4.90%	99.65%	0.35%	26.791942	32.169268	33.106767	33.321655	33.066278	2	11987566	10585744	10518298	11899639	987	26.643634	23.527936	23.37803	26.448207	0.002194	44992234	44991247
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510955.1	11320		v1.6	HIVE	135829		PRJNA1102327	SAMN45953414	SRR31821164	SRR31821164_1.fastq	SRA	46.87%	33.216273	35	305102	74102	147.459987	151	2076	WGS	NextSeq 2000		Standard	95.11%	4.89%	99.76%	0.24%	22.851111	32.754319	33.381481	33.468782	33.304591	2	12010825	10591091	10490767	11888378	9276	26.696455	23.540813	23.317823	26.424292	0.020618	44990337	44981061
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510965.1	11320		v1.6	HIVE	135840		PRJNA1102327	SAMN45164086	SRR31605383	SRR31605383_2.fastq	SRA	46.67%	32.518399	35	316419	111222	146.546705	151	1846	WGS	NextSeq 2000		Standard	95.85%	4.15%	99.70%	0.30%	24.551801	31.652017	32.853542	33.023802	32.624805	2	12395859	10853895	10785817	12333371	1220	26.732404	23.407067	23.260253	26.597645	0.002631	46370162	46368942
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_046510965.1	11320		v1.6	HIVE	135835		PRJNA1102327	SAMN45164086	SRR31605383	SRR31605383_1.fastq	SRA	46.65%	33.068794	35	316419	84776	146.53688	151	2040	WGS	NextSeq 2000		Standard	96.27%	3.73%	99.82%	0.18%	23.568295	32.470247	33.317313	33.404505	33.137699	2	12414670	10841978	10788454	12320633	1318	26.774766	23.382935	23.2675	26.571956	0.002843	46367053	46365735
