organism_name	assembly_gc_content	phred_average	average_ngs_gc_content	Family	host	state_abbr	genome_assembly_id
Influenza A virus	45.9	32.8	43.4	Viruses	Cattle	CA	GCA_047503945.1
Influenza A virus	45.9	32.8	43.4	Viruses	Cattle	CA	GCA_047503945.1
Influenza A virus	45.9	32.8	43.4	Viruses	Cattle	CA	GCA_047503945.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047503955.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047503955.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047503955.1
Influenza A virus	45.9	32.8	46	Viruses	Cattle	CA	GCA_047503955.1
Influenza A virus	45.9	33.2	49.2	Viruses	Cattle	CA	GCA_047503965.1
Influenza A virus	45.9	33.2	49.2	Viruses	Cattle	CA	GCA_047503965.1
Influenza A virus	45.9	33.2	49.2	Viruses	Cattle	CA	GCA_047503965.1
Influenza A virus	45.9	33.2	49.2	Viruses	Cattle	CA	GCA_047503965.1
Influenza A virus	46.1	32.7	43.9	Viruses	Cattle	CA	GCA_047503985.1
Influenza A virus	46.1	32.7	43.9	Viruses	Cattle	CA	GCA_047503985.1
Influenza A virus	46.1	32.7	43.9	Viruses	Cattle	CA	GCA_047503985.1
Influenza A virus	46.1	32.7	43.9	Viruses	Cattle	CA	GCA_047503985.1
Influenza A virus	45.9	32.8	48	Viruses	Cattle	CA	GCA_047503995.1
Influenza A virus	45.9	32.8	48	Viruses	Cattle	CA	GCA_047503995.1
Influenza A virus	45.9	32.8	48	Viruses	Cattle	CA	GCA_047503995.1
Influenza A virus	45.9	32.8	48	Viruses	Cattle	CA	GCA_047503995.1
Influenza A virus	45.9	32.7	46.7	Viruses	Cattle	CA	GCA_047504005.1
Influenza A virus	45.9	32.7	46.7	Viruses	Cattle	CA	GCA_047504005.1
Influenza A virus	45.9	32.7	46.7	Viruses	Cattle	CA	GCA_047504005.1
Influenza A virus	45.9	32.7	46.7	Viruses	Cattle	CA	GCA_047504005.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047504015.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047504015.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047504015.1
Influenza A virus	45.9	32.8	47.3	Viruses	Cattle	CA	GCA_047504015.1
Influenza A virus	45.9	32.7	47.3	Viruses	Cattle	CA	GCA_047504025.1
Influenza A virus	45.9	32.7	47.3	Viruses	Cattle	CA	GCA_047504025.1
Influenza A virus	45.9	32.7	47.3	Viruses	Cattle	CA	GCA_047504025.1
Influenza A virus	45.9	32.7	47.3	Viruses	Cattle	CA	GCA_047504025.1
Influenza A virus	45.9	32.9	48	Viruses	Cattle	CA	GCA_047504035.1
Influenza A virus	45.9	32.9	48	Viruses	Cattle	CA	GCA_047504035.1
Influenza A virus	45.9	32.9	48	Viruses	Cattle	CA	GCA_047504035.1
Influenza A virus	45.9	32.9	48	Viruses	Cattle	CA	GCA_047504035.1
Influenza A virus	45.9	32.8	47.4	Viruses	Cattle	CA	GCA_047504045.1
Influenza A virus	45.9	32.8	47.4	Viruses	Cattle	CA	GCA_047504045.1
Influenza A virus	45.9	32.8	47.4	Viruses	Cattle	CA	GCA_047504045.1
Influenza A virus	45.9	32.8	47.4	Viruses	Cattle	CA	GCA_047504045.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047504055.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047504055.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047504055.1
Influenza A virus	46.1	32.8	47.2	Viruses	Cattle	CA	GCA_047504055.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047504065.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047504065.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047504065.1
Influenza A virus	45.9	32.8	47.7	Viruses	Cattle	CA	GCA_047504065.1
Influenza A virus	46.1	32.8	46.9	Viruses	Cattle	CA	GCA_047504075.1
Influenza A virus	46.1	32.8	46.9	Viruses	Cattle	CA	GCA_047504075.1
Influenza A virus	46.1	32.8	46.9	Viruses	Cattle	CA	GCA_047504075.1
Influenza A virus	46.1	32.8	46.9	Viruses	Cattle	CA	GCA_047504075.1
Influenza A virus	45.9	32.8	46.8	Viruses	Cattle	CA	GCA_047504085.1
Influenza A virus	45.9	32.8	46.8	Viruses	Cattle	CA	GCA_047504085.1
Influenza A virus	45.9	32.8	46.8	Viruses	Cattle	CA	GCA_047504085.1
Influenza A virus	45.9	32.8	46.8	Viruses	Cattle	CA	GCA_047504085.1
Influenza A virus	46.1	32.8	47.6	Viruses	Cattle	CA	GCA_047504095.1
Influenza A virus	46.1	32.8	47.6	Viruses	Cattle	CA	GCA_047504095.1
Influenza A virus	46.1	32.8	47.6	Viruses	Cattle	CA	GCA_047504095.1
Influenza A virus	46.1	32.8	47.6	Viruses	Cattle	CA	GCA_047504095.1
Influenza A virus	45.9	31.9	46.6	Viruses	Cattle	CA	GCA_047504105.1
Influenza A virus	45.9	31.9	46.6	Viruses	Cattle	CA	GCA_047504105.1
Influenza A virus	45.9	31.9	46.6	Viruses	Cattle	CA	GCA_047504105.1
Influenza A virus	45.9	31.9	46.6	Viruses	Cattle	CA	GCA_047504105.1
Influenza A virus	45.9	36.2	46.4	Viruses	Cattle	CA	GCA_047504275.1
Influenza A virus	45.9	36.2	46.4	Viruses	Cattle	CA	GCA_047504275.1
Influenza A virus	45.9	36.2	46.4	Viruses	Cattle	CA	GCA_047504275.1
Influenza A virus	45.9	36.2	46.4	Viruses	Cattle	CA	GCA_047504275.1
Influenza A virus	45.8	32.6	42.4	Viruses	Cattle	CA	GCA_047504295.1
Influenza A virus	45.8	32.6	42.4	Viruses	Cattle	CA	GCA_047504295.1
Influenza A virus	45.8	32.6	42.4	Viruses	Cattle	CA	GCA_047504295.1
Influenza A virus	45.8	32.6	42.4	Viruses	Cattle	CA	GCA_047504295.1
Influenza A virus	45.9	32.8	46.6	Viruses	Cattle	CA	GCA_047504315.1
Influenza A virus	45.9	32.8	46.6	Viruses	Cattle	CA	GCA_047504315.1
Influenza A virus	45.9	32.8	46.6	Viruses	Cattle	CA	GCA_047504315.1
Influenza A virus	45.9	32.8	46.6	Viruses	Cattle	CA	GCA_047504315.1
Influenza A virus	46.1	32.7	49.8	Viruses	Cattle	CA	GCA_047504335.1
Influenza A virus	46.1	32.7	49.8	Viruses	Cattle	CA	GCA_047504335.1
Influenza A virus	46.1	32.7	49.8	Viruses	Cattle	CA	GCA_047504335.1
Influenza A virus	46.1	32.7	49.8	Viruses	Cattle	CA	GCA_047504335.1
Influenza A virus	45.9	32.7	46.9	Viruses	Cattle	CA	GCA_047504355.1
Influenza A virus	45.9	32.7	46.9	Viruses	Cattle	CA	GCA_047504355.1
Influenza A virus	45.9	32.7	46.9	Viruses	Cattle	CA	GCA_047504355.1
Influenza A virus	45.9	32.7	46.9	Viruses	Cattle	CA	GCA_047504355.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047504375.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047504375.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047504375.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047504375.1
Influenza A virus	45.9	32.7	47.2	Viruses	Cattle	CA	GCA_047504405.1
Influenza A virus	45.9	32.7	47.2	Viruses	Cattle	CA	GCA_047504405.1
Influenza A virus	45.9	32.7	47.2	Viruses	Cattle	CA	GCA_047504405.1
Influenza A virus	45.9	32.7	47.2	Viruses	Cattle	CA	GCA_047504405.1
Influenza A virus	45.9	32.8	49.2	Viruses	Cattle	CA	GCA_047504425.1
Influenza A virus	45.9	32.8	49.2	Viruses	Cattle	CA	GCA_047504425.1
Influenza A virus	45.9	32.8	49.2	Viruses	Cattle	CA	GCA_047504425.1
Influenza A virus	45.9	32.8	49.2	Viruses	Cattle	CA	GCA_047504425.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047504445.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047504445.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047504445.1
Influenza A virus	45.9	32.9	47	Viruses	Cattle	CA	GCA_047504445.1
Influenza A virus	45.9	32.9	47.5	Viruses	Cattle	CA	GCA_047504465.1
Influenza A virus	45.9	32.9	47.5	Viruses	Cattle	CA	GCA_047504465.1
Influenza A virus	45.9	32.9	47.5	Viruses	Cattle	CA	GCA_047504465.1
Influenza A virus	45.9	32.9	47.5	Viruses	Cattle	CA	GCA_047504465.1
Influenza A virus	45.8	32.9	47.7	Viruses	Cattle	CA	GCA_047504475.1
Influenza A virus	45.8	32.9	47.7	Viruses	Cattle	CA	GCA_047504475.1
Influenza A virus	45.8	32.9	47.7	Viruses	Cattle	CA	GCA_047504475.1
Influenza A virus	45.8	32.9	47.7	Viruses	Cattle	CA	GCA_047504475.1
Influenza A virus	46.1	32.8	47.1	Viruses	Cattle	CA	GCA_047504495.1
Influenza A virus	46.1	32.8	47.1	Viruses	Cattle	CA	GCA_047504495.1
Influenza A virus	46.1	32.8	47.1	Viruses	Cattle	CA	GCA_047504495.1
Influenza A virus	46.1	32.8	47.1	Viruses	Cattle	CA	GCA_047504495.1
Influenza A virus	45.9	32.8	46.9	Viruses	Cattle	CA	GCA_047504505.1
Influenza A virus	45.9	32.8	46.9	Viruses	Cattle	CA	GCA_047504505.1
Influenza A virus	45.9	32.8	46.9	Viruses	Cattle	CA	GCA_047504505.1
Influenza A virus	45.9	32.8	46.9	Viruses	Cattle	CA	GCA_047504505.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047504515.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047504515.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047504515.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047504515.1
Influenza A virus	46.1	32.8	47.3	Viruses	Cattle	CA	GCA_047504525.1
Influenza A virus	46.1	32.8	47.3	Viruses	Cattle	CA	GCA_047504525.1
Influenza A virus	46.1	32.8	47.3	Viruses	Cattle	CA	GCA_047504525.1
Influenza A virus	46.1	32.8	47.3	Viruses	Cattle	CA	GCA_047504525.1
Influenza A virus	45.9	31.9	47	Viruses	Cattle	CA	GCA_047504535.1
Influenza A virus	45.9	31.9	47	Viruses	Cattle	CA	GCA_047504535.1
Influenza A virus	45.9	31.9	47	Viruses	Cattle	CA	GCA_047504535.1
Influenza A virus	45.9	31.9	47	Viruses	Cattle	CA	GCA_047504535.1
Influenza A virus	45.8	32.9	46.4	Viruses	Lynx	WA	GCA_047521255.1
Influenza A virus	45.8	32.9	46.4	Viruses	Lynx	WA	GCA_047521255.1
Influenza A virus	45.8	32.9	46.4	Viruses	Lynx	WA	GCA_047521255.1
Influenza A virus	45.8	32.9	46.4	Viruses	Lynx	WA	GCA_047521255.1
Influenza A virus	45.8	32.9	46.1	Viruses	Serval	WA	GCA_047521265.1
Influenza A virus	45.8	32.9	46.1	Viruses	Serval	WA	GCA_047521265.1
Influenza A virus	45.8	32.9	46.1	Viruses	Serval	WA	GCA_047521265.1
Influenza A virus	45.8	32.9	46.1	Viruses	Serval	WA	GCA_047521265.1
Influenza A virus	45.8	32.9	46.3	Viruses	Bobcat	WA	GCA_047521275.1
Influenza A virus	45.8	32.9	46.3	Viruses	Bobcat	WA	GCA_047521275.1
Influenza A virus	45.8	32.9	46.3	Viruses	Bobcat	WA	GCA_047521275.1
Influenza A virus	45.8	32.9	46.3	Viruses	Bobcat	WA	GCA_047521275.1
Influenza A virus	45.8	32.9	46.5	Viruses	Mountain Lion	WA	GCA_047521285.1
Influenza A virus	45.8	32.9	46.5	Viruses	Mountain Lion	WA	GCA_047521285.1
Influenza A virus	45.8	32.9	46.5	Viruses	Mountain Lion	WA	GCA_047521285.1
Influenza A virus	45.8	32.9	46.5	Viruses	Mountain Lion	WA	GCA_047521285.1
Influenza A virus	45.8	32.9	45.9	Viruses	Bobcat	WA	GCA_047521295.1
Influenza A virus	45.8	32.9	45.9	Viruses	Bobcat	WA	GCA_047521295.1
Influenza A virus	45.8	32.9	45.9	Viruses	Bobcat	WA	GCA_047521295.1
Influenza A virus	45.8	32.9	45.9	Viruses	Bobcat	WA	GCA_047521295.1
Influenza A virus	46.1	36.1	46.9	Viruses	Cattle	CA	GCA_047521305.1
Influenza A virus	46.1	36.1	46.9	Viruses	Cattle	CA	GCA_047521305.1
Influenza A virus	46.1	36.1	46.9	Viruses	Cattle	CA	GCA_047521305.1
Influenza A virus	46.1	36.1	46.9	Viruses	Cattle	CA	GCA_047521305.1
Influenza A virus	46.1	33.1	45.7	Viruses	Cattle	CA	GCA_047521315.1
Influenza A virus	46.1	33.1	45.7	Viruses	Cattle	CA	GCA_047521315.1
Influenza A virus	46.1	33.1	45.7	Viruses	Cattle	CA	GCA_047521315.1
Influenza A virus	46.1	33.1	45.7	Viruses	Cattle	CA	GCA_047521315.1
Influenza A virus	45.8	33.4	48.6	Viruses	Cattle	CA	GCA_047521325.1
Influenza A virus	45.8	33.4	48.6	Viruses	Cattle	CA	GCA_047521325.1
Influenza A virus	45.8	33.4	48.6	Viruses	Cattle	CA	GCA_047521325.1
Influenza A virus	45.8	33.4	48.6	Viruses	Cattle	CA	GCA_047521325.1
Influenza A virus	45.9	33.3	46.5	Viruses	Cattle	CA	GCA_047521335.1
Influenza A virus	45.9	33.3	46.5	Viruses	Cattle	CA	GCA_047521335.1
Influenza A virus	45.9	33.3	46.5	Viruses	Cattle	CA	GCA_047521335.1
Influenza A virus	45.9	33.3	46.5	Viruses	Cattle	CA	GCA_047521335.1
Influenza A virus	45.9	32.7	42.4	Viruses	Cattle	CA	GCA_047521345.1
Influenza A virus	45.9	32.7	42.4	Viruses	Cattle	CA	GCA_047521345.1
Influenza A virus	45.9	32.7	42.4	Viruses	Cattle	CA	GCA_047521345.1
Influenza A virus	45.9	32.7	42.4	Viruses	Cattle	CA	GCA_047521345.1
Influenza A virus	46.1	32.8	47.5	Viruses	Cattle	CA	GCA_047521355.1
Influenza A virus	46.1	32.8	47.5	Viruses	Cattle	CA	GCA_047521355.1
Influenza A virus	46.1	32.8	47.5	Viruses	Cattle	CA	GCA_047521355.1
Influenza A virus	46.1	32.8	47.5	Viruses	Cattle	CA	GCA_047521355.1
Influenza A virus	45.9	32.7	50.4	Viruses	Cattle	CA	GCA_047521365.1
Influenza A virus	45.9	32.7	50.4	Viruses	Cattle	CA	GCA_047521365.1
Influenza A virus	45.9	32.7	50.4	Viruses	Cattle	CA	GCA_047521365.1
Influenza A virus	45.9	32.7	50.4	Viruses	Cattle	CA	GCA_047521365.1
Influenza A virus	45.9	32.7	47.2	Viruses	Cattle	CA	GCA_047521375.1
Influenza A virus	45.9	32.7	47.2	Viruses	Cattle	CA	GCA_047521375.1
Influenza A virus	45.9	32.7	47.2	Viruses	Cattle	CA	GCA_047521375.1
Influenza A virus	45.9	32.7	47.2	Viruses	Cattle	CA	GCA_047521375.1
Influenza A virus	45.9	32.8	47.5	Viruses	Cattle	CA	GCA_047521385.1
Influenza A virus	45.9	32.8	47.5	Viruses	Cattle	CA	GCA_047521385.1
Influenza A virus	45.9	32.8	47.5	Viruses	Cattle	CA	GCA_047521385.1
Influenza A virus	45.9	32.8	47.5	Viruses	Cattle	CA	GCA_047521385.1
Influenza A virus	46.1	35.9	44.9	Viruses	Cattle	CA	GCA_047521395.1
Influenza A virus	46.1	35.9	44.9	Viruses	Cattle	CA	GCA_047521395.1
Influenza A virus	46.1	35.9	44.9	Viruses	Cattle	CA	GCA_047521395.1
Influenza A virus	46.1	35.9	44.9	Viruses	Cattle	CA	GCA_047521395.1
Influenza A virus	45.8	32.7	49.2	Viruses	Cattle	CA	GCA_047521405.1
Influenza A virus	45.8	32.7	49.2	Viruses	Cattle	CA	GCA_047521405.1
Influenza A virus	45.8	32.7	49.2	Viruses	Cattle	CA	GCA_047521405.1
Influenza A virus	45.8	32.7	49.2	Viruses	Cattle	CA	GCA_047521405.1
Influenza A virus	45.9	32.7	45.2	Viruses	Cattle	CA	GCA_047521415.1
Influenza A virus	45.9	32.7	45.2	Viruses	Cattle	CA	GCA_047521415.1
Influenza A virus	45.9	32.7	45.2	Viruses	Cattle	CA	GCA_047521415.1
Influenza A virus	45.9	32.7	45.2	Viruses	Cattle	CA	GCA_047521415.1
Influenza A virus	45.9	32.6	47.4	Viruses	Cattle	CA	GCA_047521425.1
Influenza A virus	45.9	32.6	47.4	Viruses	Cattle	CA	GCA_047521425.1
Influenza A virus	45.9	32.6	47.4	Viruses	Cattle	CA	GCA_047521425.1
Influenza A virus	45.9	32.6	47.4	Viruses	Cattle	CA	GCA_047521425.1
Influenza A virus	45.9	32.7	48	Viruses	Cattle	CA	GCA_047521435.1
Influenza A virus	45.9	32.7	48	Viruses	Cattle	CA	GCA_047521435.1
Influenza A virus	45.9	32.7	48	Viruses	Cattle	CA	GCA_047521435.1
Influenza A virus	45.9	32.7	48	Viruses	Cattle	CA	GCA_047521435.1
Influenza A virus	46.1	32.7	45.6	Viruses	Cattle	CA	GCA_047521445.1
Influenza A virus	46.1	32.7	45.6	Viruses	Cattle	CA	GCA_047521445.1
Influenza A virus	46.1	32.7	45.6	Viruses	Cattle	CA	GCA_047521445.1
Influenza A virus	46.1	32.7	45.6	Viruses	Cattle	CA	GCA_047521445.1
Influenza A virus	45.8	32.7	44	Viruses	Cattle	CA	GCA_047521455.1
Influenza A virus	45.8	32.7	44	Viruses	Cattle	CA	GCA_047521455.1
Influenza A virus	45.8	32.7	44	Viruses	Cattle	CA	GCA_047521455.1
Influenza A virus	45.8	32.7	44	Viruses	Cattle	CA	GCA_047521455.1
Influenza A virus	45.8	32.8	46.4	Viruses	Cattle	CA	GCA_047521465.1
Influenza A virus	45.8	32.8	46.4	Viruses	Cattle	CA	GCA_047521465.1
Influenza A virus	45.8	32.8	46.4	Viruses	Cattle	CA	GCA_047521465.1
Influenza A virus	45.8	32.8	46.4	Viruses	Cattle	CA	GCA_047521465.1
Influenza A virus	45.8	32.7	45	Viruses	Cattle	CA	GCA_047521475.1
Influenza A virus	45.8	32.7	45	Viruses	Cattle	CA	GCA_047521475.1
Influenza A virus	45.8	32.7	45	Viruses	Cattle	CA	GCA_047521475.1
Influenza A virus	45.8	32.7	45	Viruses	Cattle	CA	GCA_047521475.1
Influenza A virus	45.8	32.7	45.3	Viruses	Cattle	CA	GCA_047521485.1
Influenza A virus	45.8	32.7	45.3	Viruses	Cattle	CA	GCA_047521485.1
Influenza A virus	45.8	32.7	45.3	Viruses	Cattle	CA	GCA_047521485.1
Influenza A virus	45.8	32.7	45.3	Viruses	Cattle	CA	GCA_047521485.1
Influenza A virus	45.9	32.7	47.1	Viruses	Cattle	CA	GCA_047521495.1
Influenza A virus	45.9	32.7	47.1	Viruses	Cattle	CA	GCA_047521495.1
Influenza A virus	45.9	32.7	47.1	Viruses	Cattle	CA	GCA_047521495.1
Influenza A virus	45.9	32.7	47.1	Viruses	Cattle	CA	GCA_047521495.1
Influenza A virus	45.9	32.7	47.4	Viruses	Cattle	CA	GCA_047521505.1
Influenza A virus	45.9	32.7	47.4	Viruses	Cattle	CA	GCA_047521505.1
Influenza A virus	45.9	32.7	47.4	Viruses	Cattle	CA	GCA_047521505.1
Influenza A virus	45.9	32.7	47.4	Viruses	Cattle	CA	GCA_047521505.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047521515.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047521515.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047521515.1
Influenza A virus	45.9	32.8	47	Viruses	Cattle	CA	GCA_047521515.1
Influenza A virus	45.9	32.7	46.8	Viruses	Cattle	CA	GCA_047521525.1
Influenza A virus	45.9	32.7	46.8	Viruses	Cattle	CA	GCA_047521525.1
Influenza A virus	45.9	32.7	46.8	Viruses	Cattle	CA	GCA_047521525.1
Influenza A virus	45.9	32.7	46.8	Viruses	Cattle	CA	GCA_047521525.1
Influenza A virus	46.1	32.7	58.2	Viruses	Cattle	CA	GCA_047521545.1
Influenza A virus	46.1	32.7	58.2	Viruses	Cattle	CA	GCA_047521545.1
Influenza A virus	46.1	32.7	58.2	Viruses	Cattle	CA	GCA_047521545.1
Influenza A virus	46.1	32.7	58.2	Viruses	Cattle	CA	GCA_047521545.1
Influenza A virus	46.1	32.7	48.6	Viruses	Cattle	CA	GCA_047521555.1
Influenza A virus	46.1	32.7	48.6	Viruses	Cattle	CA	GCA_047521555.1
Influenza A virus	46.1	32.7	48.6	Viruses	Cattle	CA	GCA_047521555.1
Influenza A virus	46.1	32.7	48.6	Viruses	Cattle	CA	GCA_047521555.1
Influenza A virus	45.9	32.8	48.6	Viruses	Cattle	CA	GCA_047521575.1
Influenza A virus	45.9	32.8	48.6	Viruses	Cattle	CA	GCA_047521575.1
Influenza A virus	45.9	32.8	48.6	Viruses	Cattle	CA	GCA_047521575.1
Influenza A virus	45.9	32.8	48.6	Viruses	Cattle	CA	GCA_047521575.1
Influenza A virus	45.8	32.9	46	Viruses	Serval	WA	GCA_047521585.1
Influenza A virus	45.8	32.9	46	Viruses	Serval	WA	GCA_047521585.1
Influenza A virus	45.8	32.9	46	Viruses	Serval	WA	GCA_047521585.1
Influenza A virus	45.8	32.9	46	Viruses	Serval	WA	GCA_047521585.1
Influenza A virus	45.9	32.8	49.7	Viruses	Cattle	CA	GCA_047521595.1
Influenza A virus	45.9	32.8	49.7	Viruses	Cattle	CA	GCA_047521595.1
Influenza A virus	45.9	32.8	49.7	Viruses	Cattle	CA	GCA_047521595.1
Influenza A virus	45.9	32.8	49.7	Viruses	Cattle	CA	GCA_047521595.1
Influenza A virus	45.9	32.8	47.2	Viruses	Cattle	CA	GCA_047521605.1
Influenza A virus	45.9	32.8	47.2	Viruses	Cattle	CA	GCA_047521605.1
Influenza A virus	45.9	32.8	47.2	Viruses	Cattle	CA	GCA_047521605.1
Influenza A virus	45.9	32.8	47.2	Viruses	Cattle	CA	GCA_047521605.1
Influenza A virus	45.8	32.9	46.2	Viruses	Cat	WA	GCA_047521615.1
Influenza A virus	45.8	32.9	46.2	Viruses	Cat	WA	GCA_047521615.1
Influenza A virus	45.8	32.9	46.2	Viruses	Cat	WA	GCA_047521615.1
Influenza A virus	45.8	32.9	46.2	Viruses	Cat	WA	GCA_047521615.1
Influenza A virus	45.9	32.8	47.5	Viruses	Cattle	CA	GCA_047521625.1
Influenza A virus	45.9	32.8	47.5	Viruses	Cattle	CA	GCA_047521625.1
Influenza A virus	45.9	32.8	47.5	Viruses	Cattle	CA	GCA_047521625.1
Influenza A virus	45.9	32.8	47.5	Viruses	Cattle	CA	GCA_047521625.1
Influenza A virus	45.8	32.9	45.5	Viruses	Mountain Lion	WA	GCA_047521635.1
Influenza A virus	45.8	32.9	45.5	Viruses	Mountain Lion	WA	GCA_047521635.1
Influenza A virus	45.8	32.9	45.5	Viruses	Mountain Lion	WA	GCA_047521635.1
Influenza A virus	45.8	32.9	45.5	Viruses	Mountain Lion	WA	GCA_047521635.1
Influenza A virus	45.9	32.7	41.9	Viruses	Cattle	CA	GCA_047521645.1
Influenza A virus	45.9	32.7	41.9	Viruses	Cattle	CA	GCA_047521645.1
Influenza A virus	45.9	32.7	41.9	Viruses	Cattle	CA	GCA_047521645.1
Influenza A virus	45.9	32.7	41.9	Viruses	Cattle	CA	GCA_047521645.1
Influenza A virus	45.8	32.9	46	Viruses	Lynx	WA	GCA_047521655.1
Influenza A virus	45.8	32.9	46	Viruses	Lynx	WA	GCA_047521655.1
Influenza A virus	45.8	32.9	46	Viruses	Lynx	WA	GCA_047521655.1
Influenza A virus	45.8	32.9	46	Viruses	Lynx	WA	GCA_047521655.1
Influenza A virus	45.9	32.7	49	Viruses	Cattle	CA	GCA_047521665.1
Influenza A virus	45.9	32.7	49	Viruses	Cattle	CA	GCA_047521665.1
Influenza A virus	45.9	32.7	49	Viruses	Cattle	CA	GCA_047521665.1
Influenza A virus	45.9	32.7	49	Viruses	Cattle	CA	GCA_047521665.1
Influenza A virus	45.9	32.4	44.6	Viruses	Cattle	CA	GCA_047521685.1
Influenza A virus	45.9	32.4	44.6	Viruses	Cattle	CA	GCA_047521685.1
Influenza A virus	45.9	32.4	44.6	Viruses	Cattle	CA	GCA_047521685.1
Influenza A virus	45.9	32.4	44.6	Viruses	Cattle	CA	GCA_047521685.1
Influenza A virus	46.1	35.9	45.6	Viruses	Cattle	CA	GCA_047521695.1
Influenza A virus	46.1	35.9	45.6	Viruses	Cattle	CA	GCA_047521695.1
Influenza A virus	46.1	35.9	45.6	Viruses	Cattle	CA	GCA_047521695.1
Influenza A virus	46.1	35.9	45.6	Viruses	Cattle	CA	GCA_047521695.1
Influenza A virus	45.9	32.7	45.7	Viruses	Cattle	CA	GCA_047521705.1
Influenza A virus	45.9	32.7	45.7	Viruses	Cattle	CA	GCA_047521705.1
Influenza A virus	45.9	32.7	45.7	Viruses	Cattle	CA	GCA_047521705.1
Influenza A virus	45.9	32.7	45.7	Viruses	Cattle	CA	GCA_047521705.1
Influenza A virus	45.9	33.4	47.7	Viruses	Cattle	CA	GCA_047521715.1
Influenza A virus	45.9	33.4	47.7	Viruses	Cattle	CA	GCA_047521715.1
Influenza A virus	45.9	33.4	47.7	Viruses	Cattle	CA	GCA_047521715.1
Influenza A virus	45.9	33.4	47.7	Viruses	Cattle	CA	GCA_047521715.1
Influenza A virus	45.9	32.8	55.9	Viruses	Cattle	CA	GCA_047521725.1
Influenza A virus	45.9	32.8	55.9	Viruses	Cattle	CA	GCA_047521725.1
Influenza A virus	45.9	32.8	55.9	Viruses	Cattle	CA	GCA_047521725.1
Influenza A virus	45.9	32.8	55.9	Viruses	Cattle	CA	GCA_047521725.1
Influenza A virus	45.9	33.4	48.2	Viruses	Cattle	CA	GCA_047521735.1
Influenza A virus	45.9	33.4	48.2	Viruses	Cattle	CA	GCA_047521735.1
Influenza A virus	45.9	33.4	48.2	Viruses	Cattle	CA	GCA_047521735.1
Influenza A virus	45.9	33.4	48.2	Viruses	Cattle	CA	GCA_047521735.1
Influenza A virus	45.9	32.7	47.6	Viruses	Cattle	CA	GCA_047521745.1
Influenza A virus	45.9	32.7	47.6	Viruses	Cattle	CA	GCA_047521745.1
Influenza A virus	45.9	32.7	47.6	Viruses	Cattle	CA	GCA_047521745.1
Influenza A virus	45.9	32.7	47.6	Viruses	Cattle	CA	GCA_047521745.1
Influenza A virus	45.9	32.6	44.8	Viruses	Cattle	CA	GCA_047521755.1
Influenza A virus	45.9	32.6	44.8	Viruses	Cattle	CA	GCA_047521755.1
Influenza A virus	45.9	32.6	44.8	Viruses	Cattle	CA	GCA_047521755.1
Influenza A virus	45.9	32.6	44.8	Viruses	Cattle	CA	GCA_047521755.1
Influenza A virus	45.9	32.5	53.4	Viruses	Cattle	CA	GCA_047521765.1
Influenza A virus	45.9	32.5	53.4	Viruses	Cattle	CA	GCA_047521765.1
Influenza A virus	45.9	32.5	53.4	Viruses	Cattle	CA	GCA_047521765.1
Influenza A virus	45.9	32.5	53.4	Viruses	Cattle	CA	GCA_047521765.1
Influenza A virus	45.9	32.7	47.8	Viruses	Cattle	CA	GCA_047521775.1
Influenza A virus	45.9	32.7	47.8	Viruses	Cattle	CA	GCA_047521775.1
Influenza A virus	45.9	32.7	47.8	Viruses	Cattle	CA	GCA_047521775.1
