organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	sra_run_id	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method
Influenza A virus	24-033477-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164023		SRR31605087	GCA_047521645.1	Viral sample from Influenza A virus	NextSeq 2000	24-033477-002		2024	USA	milk			Cattle								
Influenza A virus	24-032046-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44728152		SRR31347677	GCA_047521515.1	Viral sample from Influenza A virus	NextSeq 2000	24-032046-002		2024	USA	milk			CATTLE								
Influenza A virus	24-037410-010		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070081		SRR31885883	GCA_047521655.1	Viral sample from Influenza A virus	NextSeq 2000	24-037410-010		2024	USA	nasal swab			LYNX								
Influenza A virus	24-031615-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44611662		SRR31254330	GCA_047521395.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-031615-002		2024	USA	milk			Cattle								
Influenza A virus	24-032048-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44728153		SRR31347676	GCA_047521915.1	Viral sample from Influenza A virus	NextSeq 2000	24-032048-001		2024	USA	milk			CATTLE								
Influenza A virus	24-031615-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44611663		SRR31254329	GCA_047521875.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-031615-003		2024	USA	milk			Cattle								
Influenza A virus	24-027807-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44102793	H5N1	SRR30932733	GCA_047521325.1	Viral sample from Influenza A virus	NextSeq 2000	24-027807-002		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-032776-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128688		SRR31597131	GCA_047521435.1	Viral sample from Influenza A virus	NextSeq 2000	24-032776-001	N/A	2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-033520-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164058		SRR31605273	GCA_047522425.1	Viral sample from Influenza A virus	NextSeq 2000	24-033520-002		2024	USA	milk			Cattle								
Influenza A virus	24-033484-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164030		SRR31605080	GCA_047938955.1	Viral sample from Influenza A virus	NextSeq 2000	24-033484-001		2024	USA	milk			Cattle								
Influenza A virus	24-037427-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070091		SRR31885865	GCA_047523275.1	Viral sample from Influenza A virus	NextSeq 2000	24-037427-003		2024	USA	OROPHARYNGEAL SWAB			CHICKEN								
Influenza A virus	24-037019-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070048		SRR31885917	GCA_047522505.1	Viral sample from Influenza A virus	NextSeq 2000	24-037019-004		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-034013-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164198		SRR31605053	GCA_047939315.1	Viral sample from Influenza A virus	NextSeq 2000	24-034013-001		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-033477-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164022		SRR31605088	GCA_047522265.1	Viral sample from Influenza A virus	NextSeq 2000	24-033477-001		2024	USA	milk			Cattle								
Influenza A virus	24-034246-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164272		SRR31605308	GCA_047939145.1	Viral sample from Influenza A virus	NextSeq 2000	24-034246-001		2024	USA	milk			Cattle								
Influenza A virus	24-031619-006		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44728045		SRR31347644	GCA_047938835.1	Viral sample from Influenza A virus	NextSeq 2000	24-031619-006		2024	USA	milk			CATTLE								
Influenza A virus	24-038000-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070142		SRR31885880	GCA_047523705.1	Viral sample from Influenza A virus	NextSeq 2000	24-038000-001		2024	USA	brain			TIGER								
Influenza A virus	24-033496-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164041		SRR31605292	GCA_047522325.1	Viral sample from Influenza A virus	NextSeq 2000	24-033496-004		2024	USA	milk			Cattle								
Influenza A virus	24-032041-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44728180		SRR31347736	GCA_047939285.1	Viral sample from Influenza A virus	NextSeq 2000	24-032041-001		2024	USA	milk			CATTLE								
Influenza A virus	24-037045-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070056		SRR31885825	GCA_047523175.1	Viral sample from Influenza A virus	NextSeq 2000	24-037045-004		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-038158-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070153		SRR31885909	GCA_047523305.1	Viral sample from Influenza A virus	NextSeq 2000	24-038158-001		2024	USA	NASAL SWAB/WASH			TIGER								
Influenza A virus	24-037506-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070094		SRR31885862	GCA_047522645.1	Viral sample from Influenza A virus	NextSeq 2000	24-037506-001		2024	USA	brain			CAT								
Influenza A virus	24-033484-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164032		SRR31605077	GCA_047938975.1	Viral sample from Influenza A virus	NextSeq 2000	24-033484-003		2024	USA	milk			Cattle								
Influenza A virus	24-037427-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070089		SRR31885867	GCA_047523255.1	Viral sample from Influenza A virus	NextSeq 2000	24-037427-001		2024	USA	OROPHARYNGEAL SWAB			CHICKEN								
Influenza A virus	24-033998-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164168		SRR31605136	GCA_047939295.1	Viral sample from Influenza A virus	NextSeq 2000	24-033998-002		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-037523-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070095		SRR31885861	GCA_047522665.1	Viral sample from Influenza A virus	NextSeq 2000	24-037523-001		2024	USA	OROPHARYNGEAL SWAB			TURKEY								
Influenza A virus	24-031334-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44611657		SRR31254336	GCA_047938775.1	Viral sample from Influenza A virus	NextSeq 2000	24-031334-001		2024	USA	milk			Cattle								
Influenza A virus	24-038158-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070154		SRR31885908	GCA_047523715.1	Viral sample from Influenza A virus	NextSeq 2000	24-038158-002		2024	USA	swab			TIGER								
Influenza A virus	24-037399-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070073		SRR31885892	GCA_047522585.1	Viral sample from Influenza A virus	NextSeq 2000	24-037399-001		2024	USA	OROPHARYNGEAL SWAB			TURKEY								
Influenza A virus	24-031151-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45163988		SRR31605282	GCA_047939175.1	Viral sample from Influenza A virus	NextSeq 2000	24-031151-001		2024	USA	milk			Cattle								
Influenza A virus	24-034023-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164209		SRR31605043	GCA_047939375.1	Viral sample from Influenza A virus	NextSeq 2000	24-034023-001		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-031333-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44611656		SRR31254337	GCA_047939185.1	Viral sample from Influenza A virus	NextSeq 2000	24-031333-001		2024	USA	milk			Cattle								
Influenza A virus	24-038145-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070150		SRR31885912	GCA_047523605.1	Viral sample from Influenza A virus	NextSeq 2000	24-038145-002		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-038145-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070151		SRR31885911	GCA_047523105.1	Viral sample from Influenza A virus	NextSeq 2000	24-038145-003		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-033856-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164114		SRR31605360	GCA_047939025.1	Viral sample from Influenza A virus	NextSeq 2000	24-033856-002		2024	USA	milk			Cattle								
Influenza A virus	24-036000-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46369304		SRR32125619	GCA_047522715.1	Viral sample from Influenza A virus	NextSeq 2000	24-036000-002		2024	USA	milk			CATTLE								
Influenza A virus	24-034260-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164283		SRR31605297	GCA_047522615.1	Viral sample from Influenza A virus	NextSeq 2000	24-034260-003		2024	USA	milk			Cattle								
Influenza A virus	24-037427-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070090		SRR31885866	GCA_047522625.1	Viral sample from Influenza A virus	NextSeq 2000	24-037427-002		2024	USA	OROPHARYNGEAL SWAB			CHICKEN								
Influenza A virus	24-031619-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44611666		SRR31254326	GCA_047939235.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-031619-001		2024	USA	milk			Cattle								
Influenza A virus	24-033976-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164133		SRR31605237	GCA_047939225.1	Viral sample from Influenza A virus	NextSeq 2000	24-033976-002		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-032621-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128637		SRR31597028	GCA_047522185.1	Viral sample from Influenza A virus	NextSeq 2000	24-032621-002	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-030029-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46259207		SRR32006819	GCA_047938705.1	Viral sample from Influenza A virus	NextSeq 2000	24-030029-001		2024	USA	milk			CATTLE								
Influenza A virus	24-038123-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070145		SRR31885877	GCA_047523585.1	Viral sample from Influenza A virus	NextSeq 2000	24-038123-003		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-033854-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164110		SRR31605259	GCA_047939005.1	Viral sample from Influenza A virus	NextSeq 2000	24-033854-001		2024	USA	milk			Cattle								
Influenza A virus	24-030025-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46259205		SRR32006831	GCA_047938715.1	Viral sample from Influenza A virus	NextSeq 2000	24-030025-001		2024	USA	milk			CATTLE								
Influenza A virus	24-032777-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128689		SRR31597130	GCA_047938875.1	Viral sample from Influenza A virus	NextSeq 2000	24-032777-002	N/A	2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-033866-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164125		SRR31605160	GCA_047939355.1	Viral sample from Influenza A virus	NextSeq 2000	24-033866-002		2024	USA	milk			Cattle								
Influenza A virus	24-032644-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128669		SRR31597306	GCA_047939345.1	Viral sample from Influenza A virus	NextSeq 2000	24-032644-002	N/A	2024	USA	milk			Cattle								
Influenza A virus	24-031619-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44728044		SRR31347645	GCA_047939255.1	Viral sample from Influenza A virus	NextSeq 2000	24-031619-003		2024	USA	milk			CATTLE								
Influenza A virus	24-033495-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164039		SRR31605295	GCA_047522305.1	Viral sample from Influenza A virus	NextSeq 2000	24-033495-001		2024	USA	milk			Cattle								
Influenza A virus	24-033505-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164048		SRR31605285	GCA_047522385.1	Viral sample from Influenza A virus	NextSeq 2000	24-033505-001		2024	USA	milk			Cattle								
Influenza A virus	24-033506-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164052		SRR31605280	GCA_047522345.1	Viral sample from Influenza A virus	NextSeq 2000	24-033506-003		2024	USA	milk			Cattle								
Influenza A virus	24-038123-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070144		SRR31885878	GCA_047523055.1	Viral sample from Influenza A virus	NextSeq 2000	24-038123-002		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-029903-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44366305		SRR31062734	GCA_047939135.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-029903-001		2024	USA	milk			CATTLE								
Influenza A virus	24-032424-010		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128623		SRR31596947	GCA_047522485.1	Viral sample from Influenza A virus	NextSeq 2000	24-032424-010	N/A	2024	USA	Milk, Bulk Tank	N/A		Cattle			N/A					
Influenza A virus	24-038123-005		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070147		SRR31885875	GCA_047523595.1	Viral sample from Influenza A virus	NextSeq 2000	24-038123-005		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-031619-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44728043		SRR31347646	GCA_047938815.1	Viral sample from Influenza A virus	NextSeq 2000	24-031619-002		2024	USA	milk			CATTLE								
Influenza A virus	24-037523-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070096		SRR31885860	GCA_047523315.1	Viral sample from Influenza A virus	NextSeq 2000	24-037523-002		2024	USA	OROPHARYNGEAL SWAB			TURKEY								
Influenza A virus	24-033995-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164165		SRR31605117	GCA_047939265.1	Viral sample from Influenza A virus	NextSeq 2000	24-033995-002		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-033505-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164050		SRR31605283	GCA_047522405.1	Viral sample from Influenza A virus	NextSeq 2000	24-033505-003		2024	USA	milk			Cattle								
Influenza A virus	24-032424-012		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128625		SRR31597041	GCA_047522515.1	Viral sample from Influenza A virus	NextSeq 2000	24-032424-012	N/A	2024	USA	Milk, Bulk Tank	N/A		Cattle			N/A					
Influenza A virus	24-036000-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46369306		SRR32125616	GCA_047522735.1	Viral sample from Influenza A virus	NextSeq 2000	24-036000-004		2024	USA	milk			CATTLE								
Influenza A virus	24-037984-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070133		SRR31885819	GCA_047523005.1	Viral sample from Influenza A virus	NextSeq 2000	24-037984-001		2024	USA	OROPHARYNGEAL SWAB			CHICKEN								
Influenza A virus	24-037045-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070054		SRR31885847	GCA_047523155.1	Viral sample from Influenza A virus	NextSeq 2000	24-037045-002		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-030027-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46259206		SRR32006830	GCA_047939155.1	Viral sample from Influenza A virus	NextSeq 2000	24-030027-001		2024	USA	milk			CATTLE								
Influenza A virus	24-032641-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128667		SRR31596931	GCA_047522225.1	Viral sample from Influenza A virus	NextSeq 2000	24-032641-001	N/A	2024	USA	milk			Cattle								
Influenza A virus	24-033477-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164024		SRR31605086	GCA_047522285.1	Viral sample from Influenza A virus	NextSeq 2000	24-033477-003		2024	USA	milk			Cattle								
Influenza A virus	24-032424-006		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128620		SRR31596951	GCA_047522465.1	Viral sample from Influenza A virus	NextSeq 2000	24-032424-006	N/A	2024	USA	Milk, Bulk Tank	N/A		Cattle			N/A					
Influenza A virus	24-038123-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070143		SRR31885879	GCA_047523575.1	Viral sample from Influenza A virus	NextSeq 2000	24-038123-001		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-031326-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44611652		SRR31254341	GCA_047938755.1	Viral sample from Influenza A virus	NextSeq 2000	24-031326-001		2024	USA	milk			Cattle								
Influenza A virus	24-033855-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164111		SRR31605261	GCA_047522525.1	Viral sample from Influenza A virus	NextSeq 2000	24-033855-002		2024	USA	milk			Cattle								
Influenza A virus	24-037045-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070055		SRR31885836	GCA_047522535.1	Viral sample from Influenza A virus	NextSeq 2000	24-037045-003		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-037984-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070135		SRR31885817	GCA_047523035.1	Viral sample from Influenza A virus	NextSeq 2000	24-037984-003		2024	USA	OROPHARYNGEAL SWAB			CHICKEN								
Influenza A virus	24-032622-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128639		SRR31597026	GCA_047522205.1	Viral sample from Influenza A virus	NextSeq 2000	24-032622-002	N/A	2024	USA	milk			Cattle								
Influenza A virus	24-032998-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128744		SRR31597119	GCA_047522245.1	Viral sample from Influenza A virus	NextSeq 2000	24-032998-002	N/A	2024	USA	milk			Cattle								
Influenza A virus	24-033989-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164153		SRR31605152	GCA_047939245.1	Viral sample from Influenza A virus	NextSeq 2000	24-033989-002		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-034024-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164210		SRR31605042	GCA_047522655.1	Viral sample from Influenza A virus	NextSeq 2000	24-034024-001		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-033482-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164026		SRR31605084	GCA_047938935.1	Viral sample from Influenza A virus	NextSeq 2000	24-033482-001		2024	USA	milk			Cattle								
Influenza A virus	24-034203-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164227		SRR31605359	GCA_047939125.1	Viral sample from Influenza A virus	NextSeq 2000	24-034203-001		2024	USA	milk			Cattle								
Influenza A virus	24-038123-007		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070148		SRR31885914	GCA_047523095.1	Viral sample from Influenza A virus	NextSeq 2000	24-038123-007		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-034260-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164281		SRR31605299	GCA_047522595.1	Viral sample from Influenza A virus	NextSeq 2000	24-034260-001		2024	USA	milk			Cattle								
Influenza A virus	24-032644-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128668		SRR31597307	GCA_047938915.1	Viral sample from Influenza A virus	NextSeq 2000	24-032644-001	N/A	2024	USA	milk			Cattle								
Influenza A virus	24-032426-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45128627		SRR31597039	GCA_047938995.1	Viral sample from Influenza A virus	NextSeq 2000	24-032426-001	N/A	2024	USA	Milk, Bulk Tank	N/A		Cattle			N/A					
Influenza A virus	24-034656-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164305		SRR31605209	GCA_047939335.1	Viral sample from Influenza A virus	NextSeq 2000	24-034656-001		2024	USA	milk			Cattle								
Influenza A virus	24-034259-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164280		SRR31605218	GCA_047939205.1	Viral sample from Influenza A virus	NextSeq 2000	24-034259-001		2024	USA	milk			Cattle								
Influenza A virus	24-033520-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164060		SRR31605271	GCA_047522435.1	Viral sample from Influenza A virus	NextSeq 2000	24-033520-004		2024	USA	milk			Cattle								
Influenza A virus	24-038123-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070146		SRR31885876	GCA_047523075.1	Viral sample from Influenza A virus	NextSeq 2000	24-038123-004		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-033530-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164075		SRR31605058	GCA_047522365.1	Viral sample from Influenza A virus	NextSeq 2000	24-033530-003		2024	USA	milk			Cattle								
Influenza A virus	24-031619-009		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44728047		SRR31347642	GCA_047938855.1	Viral sample from Influenza A virus	NextSeq 2000	24-031619-009		2024	USA	milk			CATTLE								
Influenza A virus	24-034002-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164174		SRR31605129	GCA_047522635.1	Viral sample from Influenza A virus	NextSeq 2000	24-034002-002		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-037984-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070134		SRR31885818	GCA_047523565.1	Viral sample from Influenza A virus	NextSeq 2000	24-037984-002		2024	USA	OROPHARYNGEAL SWAB			CHICKEN								
Influenza A virus	24-033979-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164137		SRR31605233	GCA_047522675.1	Viral sample from Influenza A virus	NextSeq 2000	24-033979-002		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-033850-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164102		SRR31605370	GCA_047939045.1	Viral sample from Influenza A virus	NextSeq 2000	24-033850-001		2024	USA	milk			Cattle								
Influenza A virus	24-035829-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46201465		SRR31960135	GCA_047939165.1	Viral sample from Influenza A virus	NextSeq 2000	24-035829-001		2024	USA	swab			CATTLE								
Influenza A virus	24-033482-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164027		SRR31605083	GCA_047939365.1	Viral sample from Influenza A virus	NextSeq 2000	24-033482-002		2024	USA	milk			Cattle								
Influenza A virus	24-031619-007		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN44728046		SRR31347643	GCA_047939275.1	Viral sample from Influenza A virus	NextSeq 2000	24-031619-007		2024	USA	milk			CATTLE								
Influenza A virus	24-035017-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46133343		SRR31914635	GCA_047940255.1	Viral sample from Influenza A virus	NextSeq 2000	24-035017-002		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-037809-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070117		SRR31885837	GCA_047940665.1	Viral sample from Influenza A virus	NextSeq 2000	24-037809-001		2024	USA	swab			CAT								
Influenza A virus	24-034953-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45953175		SRR31821128	GCA_047939575.1	Viral sample from Influenza A virus	NextSeq 2000	24-034953-002		2024	USA	milk			CATTLE								
Influenza A virus	24-034953-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164348		SRR31605015	GCA_047939985.1	Viral sample from Influenza A virus	NextSeq 2000	24-034953-001		2024	USA	milk			Cattle								
Influenza A virus	24-035015-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164379		SRR31605074	GCA_047939815.1	Viral sample from Influenza A virus	NextSeq 2000	24-035015-002		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-033984-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164145		SRR31605139	GCA_047939495.1	Viral sample from Influenza A virus	NextSeq 2000	24-033984-002		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-034954-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164349		SRR31605014	GCA_047940005.1	Viral sample from Influenza A virus	NextSeq 2000	24-034954-001		2024	USA	milk			Cattle								
Influenza A virus	24-035200-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46133407		SRR31914565	GCA_047939915.1	Viral sample from Influenza A virus	NextSeq 2000	24-035200-002		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-035009-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164372		SRR31604992	GCA_047940175.1	Viral sample from Influenza A virus	NextSeq 2000	24-035009-001		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-035007-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164371		SRR31604993	GCA_047939755.1	Viral sample from Influenza A virus	NextSeq 2000	24-035007-002		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-038283-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46201406		SRR31960121	GCA_047940335.1	Viral sample from Influenza A virus	NextSeq 2000	24-038283-001		2024	USA	OROPHARYNGEAL SWAB			SERVAL								
Influenza A virus	24-035658-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46369254		SRR32125706	GCA_047940015.1	Viral sample from Influenza A virus	NextSeq 2000	24-035658-002		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-033995-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164164		SRR31605140	GCA_047939685.1	Viral sample from Influenza A virus	NextSeq 2000	24-033995-001		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-035203-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46133367		SRR31914609	GCA_047940345.1	Viral sample from Influenza A virus	NextSeq 2000	24-035203-001		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-035003-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164360		SRR31605095	GCA_047939695.1	Viral sample from Influenza A virus	NextSeq 2000	24-035003-004		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-035196-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46133348		SRR31914630	GCA_047940275.1	Viral sample from Influenza A virus	NextSeq 2000	24-035196-001		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-035003-005		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164361		SRR31605004	GCA_047940115.1	Viral sample from Influenza A virus	NextSeq 2000	24-035003-005		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-035003-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164359		SRR31605096	GCA_047940095.1	Viral sample from Influenza A virus	NextSeq 2000	24-035003-003		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-035855-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46201467		SRR31960133	GCA_047940385.1	Viral sample from Influenza A virus	NextSeq 2000	24-035855-001		2024	USA	milk			CATTLE								
Influenza A virus	24-034246-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164273		SRR31605307	GCA_047939585.1	Viral sample from Influenza A virus	NextSeq 2000	24-034246-002		2024	USA	milk			Cattle								
Influenza A virus	24-033999-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN45164169		SRR31605135	GCA_047939725.1	Viral sample from Influenza A virus	NextSeq 2000	24-033999-001		2024	USA	Milk, Bulk Tank			Cattle								
Influenza A virus	24-037806-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN46070115		SRR31885839	GCA_047940645.1	Viral sample from Influenza A virus	NextSeq 2000	24-037806-001		2024	USA	swab			CAT								
